0;8\311 3 NONE,8\313 28 NONE,8\312 2 NONE,8\315 79 NONE,8\314 2 NONE,8\317 3 NONE,8\250 1 NONE,8\251 1 NONE,8\252 2 NONE,8\433 2 NONE,8\254 45 NONE,8\67 929 NONE,8\64 2 NONE,8\257 2 NONE,8\470 2 NONE,8\69 2 NONE,8\347 3 NONE,8\467 3 NONE,8\466 2 NONE,8\465 1 NONE,8\464 2 NONE,8\463 2 NONE,8\462 2 NONE,8\153 2 NONE,8\398 16 NONE,8\150 10 NONE,8\157 45 NONE,8\156 2 NONE,8\155 2 NONE,8\38 2 NONE,8\390 910 NONE,8\158 1 NONE,8\395 1 NONE,8\394 1 NONE,8\397 2 NONE,8\396 2 NONE,8\95 1 NONE,8\62 2 NONE,8\318 10 NONE,8\60 3 NONE,8\56 12 NONE,8\70 2 NONE,8\302 3 NONE,8\303 2 NONE,8\300 2 NONE,8\306 45 NONE,8\73 2 NONE,8\65 2 NONE,8\66 2 NONE,8\308 3 NONE,8\229 1 NONE,8\225 7 NONE,8\224 4 NONE,8\227 45 NONE,8\226 3 NONE,8\474 24 NONE,8\476 2 NONE,8\477 5 NONE,8\388 3 NONE,8\148 3 NONE,8\149 2 NONE,8\145 3 NONE,8\380 23 NONE,8\140 2 NONE,8\141 330 NONE,8\142 2 NONE,8\385 2 NONE,8\436 3 NONE,8\339 1 NONE,8\337 1 NONE,8\386 1 NONE,8\335 2 NONE,8\334 2 NONE,8\332 3 NONE,8\238 45 NONE,8\236 45 NONE,8\81 3 NONE,8\234 2 NONE,8\83 2 NONE,8\232 1 NONE,8\233 26 NONE,8\230 6 NONE,8\131 3 NONE,8\132 2 NONE,8\400 3 NONE,8\137 26 NONE,8\485 2 NONE,8\484 26 NONE,8\487 2 NONE,8\486 2 NONE,8\480 2 NONE,8\483 2 NONE,8\482 2 NONE,8\488 3 NONE,8\411 2 NONE,8\68 1 NONE,8\320 3 NONE,8\321 1 NONE,8\322 10 NONE,8\323 3 NONE,8\324 1 title,8\325 3 NONE,8\326 2 NONE,8\327 2 NONE,8\434 1 NONE,8\203 2 NONE,8\92 5 NONE,8\91 3 NONE,8\200 28 NONE,8\96 21 NONE,8\205 10 NONE,8\94 2 NONE,8\282 17 NONE,8\418 45 NONE,8\284 8 NONE,8\122 10 NONE,8\417 2 NONE,8\289 3 NONE,8\288 14 NONE,8\127 2 NONE,8\410 91 NONE,8\125 2 NONE,8\496 2 NONE,8\497 2 NONE,8\494 1 NONE,8\432 45 NONE,8\490 28 NONE,8\491 3 NONE,8\498 2 NONE,8\216 3 NONE,8\297 3 NONE,8\211 2 NONE,8\199 2 NONE,8\198 2 NONE,8\195 2 NONE,8\219 2 NONE,8\191 2 NONE,8\190 3 NONE,8\117 45 NONE,8\93 1 NONE,8\115 1 NONE,8\114 2 NONE,8\359 2 NONE,8\112 26 NONE,8\363 1 NONE,8\110 1 NONE,8\355 2 NONE,8\354 3 NONE,8\357 2 NONE,8\424 2 NONE,8\351 2 NONE,8\119 7 NONE,8\429 2 NONE,8\298 10 NONE,8\299 2 NONE,8\294 2 NONE,8\295 2 NONE,8\296 2 NONE,8\275 2 NONE,8\427 3 NONE,8\291 3 NONE,8\425 3 NONE,8\293 2 NONE,8\11 2 NONE,8\17 3 NONE,8\16 2 NONE,8\14 1 NONE,8\19 2 NONE,8\75 10 NONE,8\261 2 NONE,8\189 17 NONE,8\263 2 NONE,8\47 3 NONE,8\265 2 NONE,8\267 2 NONE,8\266 2 NONE,8\180 32 NONE,8\182 3 NONE,8\184 1 NONE,8\186 2 NONE,8\100 2 NONE,8\102 1 NONE,8\103 2 NONE,8\104 3 NONE,8\105 2 NONE,8\348 6 NONE,8\349 45 NONE,8\108 1 NONE,8\109 1 NONE,8\344 2 NONE,8\43 9 NONE,8\343 2 NONE,8\340 28 NONE,8\419 1 NONE,8\416 2 NONE,8\442 1 NONE,8\29 30 NONE,8\24 3 NONE,8\25 2 NONE,8\22 3 NONE,8\414 2 NONE,8\20 1 NONE,8\415 7 NONE,8\276 2 NONE,8\49 3 NONE,8\260 1 NONE,8\44 1 NONE,8\278 2 NONE,8\279 2 NONE,8\42 2 NONE,8\413 2 NONE,8\440 2 NONE,8\443 1 NONE,8\378 17 NONE,8\444 6 NONE,8\446 1 NONE,8\371 1 NONE,8\370 2 NONE,8\377 10 NONE,8\82 3 NONE,8\375 3 NONE,8\175 24 NONE,8\176 1 NONE,8\170 45 NONE,8\173 7 NONE,8\84 45 NONE,8\179 3 NONE,8\178 1 NONE,8\39 2 NONE,8\269 2 NONE,8\31 3 NONE,8\30 2 NONE,8\33 1 NONE,8\32 2 NONE,8\35 2 NONE,8\34 3 NONE,8\365 10 NONE,8\366 3 NONE,8\58 3 NONE,8\248 20 NONE,8\246 1 NONE,8\53 2 NONE,8\51 2 NONE,8\453 2 NONE,8\450 26 NONE,8\456 2 NONE,8\457 2 NONE,8\213 43 NONE,8\167 3 NONE,8\165 10 NONE,8\9 3 NONE,8\161 19 NONE,8\7 3 NONE,8\80 1 NONE,8\4 26 NONE,8\3 1 NONE,8\2 3 NONE,8\168 2 NONE,8\0 2 NONE,8\405 3 NONE,8\437 10 NONE,8\473 3 NONE
01;8\69 1 NONE,8\314 1 NONE,8\317 30 NONE,8\250 1 NONE,8\60 30 NONE,8\254 3 NONE,8\67 1 NONE,8\109 1 NONE,8\467 30 NONE,8\464 1 NONE,8\157 3 NONE,8\390 1 NONE,8\302 30 NONE,8\303 1 NONE,8\300 1 NONE,8\306 3 NONE,8\66 1 NONE,8\308 30 NONE,8\225 2 NONE,8\227 3 NONE,8\226 30 NONE,8\147 3 title,8\141 2 NONE,8\142 1 NONE,8\385 12 NONE,8\335 1 NONE,8\332 30 NONE,8\238 3 NONE,8\236 3 NONE,8\81 32 NONE,8\82 1 NONE,8\83 1 NONE,8\84 3 NONE,8\248 1 NONE,8\75 1 NONE,8\481 4 NONE,8\70 1 NONE,8\323 30 NONE,8\324 1 NONE,8\325 31 NONE,8\206 3 title,8\94 1 NONE,8\418 3 NONE,8\289 30 NONE,8\411 1 NONE,8\496 1 NONE,8\494 1 NONE,8\490 2 NONE,8\491 1 NONE,8\216 6 NONE,8\211 1 NONE,8\199 1 NONE,8\213 6 NONE,8\117 3 NONE,8\115 1 NONE,8\359 1 NONE,8\355 19 NONE,8\96 2 NONE,8\17 30 NONE,8\260 1 NONE,8\266 1 NONE,8\436 30 NONE,8\104 11 NONE,8\105 12 NONE,8\432 3 NONE,8\349 3 NONE,8\347 30 NONE,8\379 1 NONE,8\27 4 NONE,8\24 30 NONE,8\25 1 NONE,8\22 30 NONE,8\275 1 NONE,8\44 1 NONE,8\279 1 NONE,8\443 2 NONE,8\378 2 NONE,8\444 2 NONE,8\446 2 NONE,8\175 1 NONE,8\170 3 NONE,8\173 2 NONE,8\179 1 NONE,8\39 1 NONE,8\31 30 NONE,8\30 1 NONE,8\34 1 NONE,8\363 2 NONE,8\246 1 NONE,8\245 3 title,8\456 1 NONE,8\166 1 NONE,8\167 30 NONE,8\7 1 NONE
010104071583928027831;8\69 2 NONE,8\211 2 NONE,8\199 2 NONE,8\275 2 NONE,8\335 2 NONE,8\279 2 NONE,8\66 2 NONE,8\359 2 NONE,8\464 2 NONE,8\314 2 NONE,8\83 2 NONE,8\39 2 NONE,8\70 2 NONE,8\30 2 NONE,8\303 2 NONE,8\300 2 NONE,8\266 2 NONE,8\456 2 NONE,8\94 2 NONE,8\142 2 NONE,8\411 2 NONE,8\496 2 NONE,8\25 2 NONE
011;8\390 1 NONE
015;8\390 1 NONE
015659;8\47 1 NONE
016;8\390 2 NONE
017;8\390 1 NONE
018310;8\47 1 NONE
01q1;8\410 1 NONE
01q4;8\410 1 NONE
02;8\273 1 NONE,8\88 5 NONE,8\274 3 title,8\213 7 NONE,8\197 2 NONE,8\317 4 NONE,8\254 1 NONE,8\332 4 NONE,8\443 1 NONE,8\2 1 NONE,8\117 1 NONE,8\355 41 NONE,8\115 1 NONE,8\444 1 NONE,8\238 1 NONE,8\347 4 NONE,8\236 1 NONE,8\81 5 NONE,8\385 29 NONE,8\84 1 NONE,8\352 2 NONE,8\175 2 NONE,8\429 12 NONE,8\157 1 NONE,8\170 1 NONE,8\131 1 NONE,8\178 3 NONE,8\425 1 NONE,8\74 1 NONE,8\17 4 NONE,8\31 4 NONE,8\60 4 NONE,8\302 4 NONE,8\306 1 NONE,8\58 1 NONE,8\308 4 NONE,8\323 4 NONE,8\325 4 NONE,8\50 1 NONE,8\436 4 NONE,8\104 29 NONE,8\105 32 NONE,8\432 1 NONE,8\349 1 NONE,8\298 1 NONE,8\227 1 NONE,8\226 4 NONE,8\467 4 NONE,8\166 2 NONE,8\167 4 NONE,8\388 1 NONE,8\418 1 NONE,8\289 4 NONE,8\141 1 NONE,8\143 1 NONE,8\27 4 NONE,8\24 4 NONE,8\22 4 NONE
0207063;8\52 1 NONE
022;8\390 1 NONE
023;8\390 1 NONE
029;8\390 1 NONE
02q1;8\410 1 NONE
03;8\259 1 NONE,8\69 5 NONE,8\314 5 NONE,8\317 36 NONE,8\60 38 NONE,8\254 1 NONE,8\467 36 NONE,8\464 5 NONE,8\227 1 NONE,8\157 1 NONE,8\302 36 NONE,8\303 5 NONE,8\300 5 NONE,8\306 1 NONE,8\66 5 NONE,8\308 36 NONE,8\229 1 NONE,8\472 4 NONE,8\226 37 NONE,8\388 3 NONE,8\148 1 NONE,8\380 2 NONE,8\142 5 NONE,8\385 8 NONE,8\335 5 NONE,8\332 36 NONE,8\238 1 NONE,8\236 1 NONE,8\81 36 NONE,8\83 5 NONE,8\84 1 NONE,8\131 3 NONE,8\132 1 NONE,8\136 16 NONE,8\70 5 NONE,8\323 36 NONE,8\325 36 NONE,8\50 1 NONE,8\94 5 NONE,8\418 1 NONE,8\289 36 NONE,8\411 5 NONE,8\496 5 NONE,8\432 1 NONE,8\216 1 NONE,8\211 5 NONE,8\199 5 NONE,8\213 8 NONE,8\197 1 NONE,8\117 1 NONE,8\115 1 NONE,8\359 5 NONE,8\358 1 NONE,8\355 8 NONE,8\422 1 NONE,8\290 4 NONE,8\425 3 NONE,8\17 37 NONE,8\266 5 NONE,8\435 3 title,8\436 36 NONE,8\430 12 NONE,8\105 8 NONE,8\106 48 NONE,8\349 1 NONE,8\347 36 NONE,8\27 2 NONE,8\24 36 NONE,8\25 5 NONE,8\22 36 NONE,8\275 5 NONE,8\279 5 NONE,8\444 2 NONE,8\446 2 NONE,8\175 1 NONE,8\170 1 NONE,8\39 5 NONE,8\31 36 NONE,8\30 5 NONE,8\246 1 NONE,8\240 1 NONE,8\456 5 NONE,8\167 36 NONE,8\7 1 NONE,8\5 3 NONE,8\2 3 NONE,8\104 21 NONE
031980;8\47 1 NONE
031x;8\141 1 NONE
034453;8\47 1 NONE
035;8\390 1 NONE
035305;8\488 1 NONE
037064;8\488 1 NONE
038;8\390 1 NONE
03f27c9399f18a350b96a7a485c13ad4;8\141 1 NONE
04;8\364 13 NONE,8\216 3 NONE,8\69 3 NONE,8\211 3 NONE,8\199 3 NONE,8\213 10 NONE,8\66 3 NONE,8\318 1 NONE,8\317 11 NONE,8\279 3 NONE,8\254 2 NONE,8\332 11 NONE,8\256 4 NONE,8\117 2 NONE,8\355 80 NONE,8\359 3 NONE,8\444 2 NONE,8\238 2 NONE,8\236 2 NONE,8\81 11 NONE,8\411 3 NONE,8\377 1 NONE,8\314 3 NONE,8\399 4 NONE,8\459 1 NONE,8\157 2 NONE,8\170 2 NONE,8\464 3 NONE,8\390 1 NONE,8\275 3 NONE,8\178 1 NONE,8\39 3 NONE,8\60 11 NONE,8\17 12 NONE,8\70 3 NONE,8\467 11 NONE,8\31 11 NONE,8\30 3 NONE,8\338 1 NONE,8\335 3 NONE,8\302 11 NONE,8\303 3 NONE,8\300 3 NONE,8\323 11 NONE,8\306 2 NONE,8\266 3 NONE,8\320 1 NONE,8\181 1 NONE,8\308 11 NONE,8\282 1 NONE,8\324 1 NONE,8\325 11 NONE,8\50 1 NONE,8\436 11 NONE,8\104 6 NONE,8\105 82 NONE,8\432 2 NONE,8\349 2 NONE,8\347 11 NONE,8\227 2 NONE,8\226 11 NONE,8\456 3 NONE,8\94 3 NONE,8\166 1 NONE,8\167 11 NONE,8\84 2 NONE,8\418 2 NONE,8\161 1 NONE,8\7 2 NONE,8\289 11 NONE,8\142 3 NONE,8\385 82 NONE,8\496 3 NONE,8\83 3 NONE,8\422 14 NONE,8\27 2 NONE,8\24 11 NONE,8\25 3 NONE,8\22 11 NONE
0400;8\282 6 NONE,8\37 1 NONE
042;8\390 2 NONE
042402;8\47 1 NONE
04380;8\185 1 NONE
045;8\390 1 NONE
046;8\390 1 NONE
0469;8\251 1 NONE
048;8\390 2 NONE
048921;8\488 1 NONE
04t01;8\282 1 NONE
05;8\69 3 NONE,8\211 3 NONE,8\199 3 NONE,8\213 12 NONE,8\250 1 NONE,8\317 6 NONE,8\253 1 NONE,8\254 2 NONE,8\332 5 NONE,8\256 1 NONE,8\117 2 NONE,8\116 1 NONE,8\359 3 NONE,8\444 1 NONE,8\238 2 NONE,8\81 5 NONE,8\236 2 NONE,8\354 1 NONE,8\411 3 NONE,8\84 2 NONE,8\314 3 NONE,8\175 2 NONE,8\464 3 NONE,8\157 2 NONE,8\170 2 NONE,8\131 2 NONE,8\390 1 NONE,8\275 3 NONE,8\425 2 NONE,8\39 3 NONE,8\60 5 NONE,8\355 5 NONE,8\17 5 NONE,8\70 3 NONE,8\31 5 NONE,8\30 3 NONE,8\33 1 NONE,8\335 3 NONE,8\302 5 NONE,8\303 3 NONE,8\300 3 NONE,8\279 3 NONE,8\306 2 NONE,8\307 3 title,8\266 3 NONE,8\66 3 NONE,8\308 5 NONE,8\323 5 NONE,8\325 5 NONE,8\67 4 NONE,8\436 5 NONE,8\437 1 NONE,8\104 1 NONE,8\105 2 NONE,8\432 2 NONE,8\349 2 NONE,8\347 5 NONE,8\227 2 NONE,8\226 6 NONE,8\467 5 NONE,8\96 1 NONE,8\223 2 NONE,8\94 3 NONE,8\167 5 NONE,8\365 1 NONE,8\418 2 NONE,8\123 1 NONE,8\289 5 NONE,8\388 2 NONE,8\2 2 NONE,8\142 3 NONE,8\385 2 NONE,8\496 3 NONE,8\83 3 NONE,8\422 5 NONE,8\456 3 NONE,8\24 5 NONE,8\25 3 NONE,8\22 5 NONE
052525;8\488 1 NONE
056;8\390 3 NONE
058;8\390 2 NONE
05b;8\164 3 title
06;8\216 1 NONE,8\69 2 NONE,8\275 2 NONE,8\211 2 NONE,8\199 2 NONE,8\213 7 NONE,8\197 1 NONE,8\335 2 NONE,8\279 2 NONE,8\66 2 NONE,8\300 2 NONE,8\256 3 NONE,8\2 5 NONE,8\467 6 NONE,8\313 2 NONE,8\359 2 NONE,8\444 2 NONE,8\363 1 NONE,8\81 6 NONE,8\355 1 NONE,8\354 1 NONE,8\411 2 NONE,8\314 2 NONE,8\459 1 NONE,8\317 6 NONE,8\464 2 NONE,8\131 5 NONE,8\390 1 NONE,8\132 1 NONE,8\178 5 NONE,8\425 5 NONE,8\39 2 NONE,8\17 6 NONE,8\70 2 NONE,8\31 6 NONE,8\30 2 NONE,8\60 6 NONE,8\302 6 NONE,8\303 2 NONE,8\263 1 NONE,8\83 2 NONE,8\266 2 NONE,8\246 1 NONE,8\308 6 NONE,8\323 7 NONE,8\325 6 NONE,8\379 1 NONE,8\332 6 NONE,8\436 6 NONE,8\104 4 NONE,8\105 2 NONE,8\347 6 NONE,8\226 6 NONE,8\223 1 NONE,8\94 2 NONE,8\166 1 NONE,8\167 6 NONE,8\388 5 NONE,8\289 6 NONE,8\141 1 NONE,8\142 2 NONE,8\385 2 NONE,8\496 2 NONE,8\456 2 NONE,8\24 6 NONE,8\25 2 NONE,8\22 6 NONE,8\380 7 NONE
0606450;8\185 1 NONE
060648;8\47 1 NONE
061710;8\488 1 NONE
0620;8\444 1 NONE
062278;8\47 1 NONE
062961;8\488 1 NONE
063b0r1x0t2m0i21262k252i082b231z1y2k251y2k0i080a380g240t25380t0q210h380t0p0g0t380t22220h0a2d08063b0t1t0s0i21262k252i082b231z1y2k251y2k0i080a380g240t25380t0q210h380t0p0g0t380t22220h3826260o0g380u260p0s380v0h0r213826260o0h0a2d08063b0q1s2n0p0i21262k252i082b231z1y2k251y2k0i080a380u0r210g380g0r0t0o380t250p0u380t220t0o0a2d14;8\141 1 NONE
065;8\390 1 NONE
067s;8\379 2 NONE
069;8\390 4 NONE
06b;8\490 7 NONE
07;8\216 1 NONE,8\69 2 NONE,8\211 2 NONE,8\199 2 NONE,8\275 2 NONE,8\44 2 NONE,8\335 2 NONE,8\253 3 NONE,8\66 2 NONE,8\332 6 NONE,8\256 2 NONE,8\359 2 NONE,8\444 8 NONE,8\467 6 NONE,8\81 6 NONE,8\82 1 NONE,8\464 2 NONE,8\314 2 NONE,8\399 1 NONE,8\83 2 NONE,8\317 6 NONE,8\390 1 NONE,8\213 6 NONE,8\137 1 NONE,8\39 2 NONE,8\481 1 NONE,8\17 6 NONE,8\70 2 NONE,8\31 6 NONE,8\30 2 NONE,8\79 2 NONE,8\60 6 NONE,8\302 6 NONE,8\303 2 NONE,8\300 2 NONE,8\279 2 NONE,8\58 1 NONE,8\266 2 NONE,8\246 1 NONE,8\308 6 NONE,8\323 6 NONE,8\325 6 NONE,8\50 2 NONE,8\436 6 NONE,8\104 2 NONE,8\347 7 NONE,8\226 6 NONE,8\456 2 NONE,8\94 2 NONE,8\167 6 NONE,8\281 1 NONE,8\122 1 NONE,8\289 6 NONE,8\141 1 NONE,8\142 2 NONE,8\411 2 NONE,8\496 2 NONE,8\27 1 NONE,8\24 6 NONE,8\25 2 NONE,8\22 6 NONE
0700;8\96 1 NONE
071;8\390 1 NONE
072;8\390 1 NONE
072292;8\47 1 NONE
073;8\390 3 NONE
074;8\390 1 NONE
075;8\67 20 NONE
076;8\390 2 NONE
077285;8\488 1 NONE
078;8\390 2 NONE
079;8\390 1 NONE
079495;8\488 1 NONE
07975;8\251 1 NONE
07em;8\157 1 NONE,8\170 1 NONE,8\418 1 NONE,8\180 1 NONE,8\4 1 NONE,8\254 1 NONE,8\137 1 NONE,8\117 1 NONE,8\484 1 NONE,8\450 1 NONE,8\432 1 NONE,8\112 1 NONE,8\238 1 NONE,8\349 1 NONE,8\236 1 NONE,8\306 1 NONE,8\227 1 NONE,8\200 1 NONE,8\84 1 NONE,8\233 1 NONE
07t19;8\474 1 NONE
