0;19\28 2 NONE,19\263 2 NONE,19\23 38 NONE,19\442 2 NONE,19\24 1 NONE,19\321 2 NONE,19\320 2 NONE,19\325 45 NONE,19\324 38 NONE,19\327 2 NONE,19\84 2 title,19\329 2 NONE,19\328 10 NONE,19\487 10 NONE,19\170 3 NONE,19\171 27 NONE,19\406 3 NONE,19\173 2 NONE,19\176 1 NONE,19\178 5 NONE,19\244 3 NONE,19\245 3 NONE,19\408 1 NONE,19\243 2 NONE,19\241 2 NONE,19\30 3 NONE,19\34 1 NONE,19\35 37 NONE,19\498 2 NONE,19\318 2 NONE,19\405 1 NONE,19\492 45 NONE,19\491 45 NONE,19\317 3 NONE,19\497 2 NONE,19\495 3 NONE,19\313 2 NONE,19\134 2 NONE,19\411 2 NONE,19\397 2 NONE,19\259 2 NONE,19\258 1 NONE,19\169 2 NONE,19\3 26 NONE,19\255 3 NONE,19\165 2 NONE,19\256 2 NONE,19\163 1 NONE,19\250 1 NONE,19\253 3 NONE,19\160 2 NONE,19\137 1 NONE,19\9 3 NONE,19\6 1 NONE,19\257 79 NONE,19\193 5 NONE,19\418 1 NONE,19\196 3 NONE,19\132 3 NONE,19\194 10 NONE,19\251 1 title,19\198 3 NONE,19\199 1 NONE,19\162 2 NONE,19\309 2 NONE,19\389 19 NONE,19\303 2 NONE,19\252 3 NONE,19\268 2 NONE,19\269 10 NONE,19\118 34 NONE,19\119 45 NONE,19\384 2 NONE,19\260 3 NONE,19\113 26 NONE,19\110 3 NONE,19\111 1 NONE,19\265 2 NONE,19\114 10 NONE,19\267 3 NONE,19\388 2 NONE,19\469 1 NONE,19\183 3 NONE,19\182 27 NONE,19\184 1 NONE,19\187 2 NONE,19\186 1 NONE,19\188 1 NONE,19\51 2 NONE,19\277 28 NONE,19\275 19 NONE,19\274 14 NONE,19\270 38 NONE,19\278 63 NONE,19\108 2 NONE,19\454 2 NONE,19\378 1 NONE,19\379 4 NONE,19\101 2 NONE,19\453 1 NONE,19\103 1 NONE,19\102 2 NONE,19\372 1 NONE,19\373 10 NONE,19\370 1 NONE,19\452 3 NONE,19\475 2 NONE,19\246 2 NONE,19\477 2 NONE,19\419 2 NONE,19\473 1 NONE,19\479 2 NONE,19\478 2 NONE,19\65 10 NONE,19\67 45 NONE,19\93 2 NONE,19\61 2 NONE,19\451 7 NONE,19\62 2 NONE,19\69 3 NONE,19\68 2 NONE,19\409 1 NONE,19\202 3 NONE,19\203 1 NONE,19\200 1 NONE,19\201 2 NONE,19\130 1 NONE,19\207 3 NONE,19\204 3 NONE,19\208 1 NONE,19\209 2 NONE,19\339 2 NONE,19\369 2 NONE,19\365 1 NONE,19\91 3 NONE,19\367 27 NONE,19\366 2 NONE,19\361 147 NONE,19\360 1 NONE,19\362 2 NONE,19\441 27 NONE,19\12 2 NONE,19\443 7 NONE,19\444 4 NONE,19\15 2 NONE,19\446 2 NONE,19\447 3 NONE,19\448 27 NONE,19\449 2 NONE,19\281 2 NONE,19\445 37 NONE,19\74 1 NONE,19\75 7 NONE,19\73 2 NONE,19\70 2 NONE,19\71 3 NONE,19\211 1 NONE,19\122 2 NONE,19\120 10 NONE,19\215 3 NONE,19\124 6 title,19\219 80 NONE,19\218 1 NONE,19\128 13 NONE,19\2 1 NONE,19\399 2 NONE,19\359 3 NONE,19\351 10 NONE,19\88 3 NONE,19\354 2 NONE,19\356 2 NONE,19\376 2 NONE,19\291 26 NONE,19\343 1 NONE,19\292 3 NONE,19\295 1 NONE,19\374 3 NONE,19\297 3 NONE,19\450 37 NONE,19\41 2 NONE,19\40 3 NONE,19\47 45 NONE,19\44 2 NONE,19\49 3 NONE,19\456 22 NONE,19\82 3 NONE,19\347 2 NONE,19\228 45 NONE,19\341 3 NONE,19\340 2 NONE,19\80 2 NONE,19\221 1 NONE,19\222 1 NONE,19\348 13 NONE,19\156 42 NONE,19\157 2 NONE,19\153 2 NONE,19\150 2 NONE,19\474 1 NONE,19\428 2 NONE,19\1 45 NONE,19\420 2 NONE,19\421 26 NONE,19\426 2 NONE,19\87 2 NONE,19\424 1 NONE,19\490 2 NONE,19\59 26 NONE,19\382 2 NONE,19\55 4 NONE,19\56 1 NONE,19\57 1 NONE,19\50 3 NONE,19\381 8 NONE,19\332 2 NONE,19\380 2 NONE,19\233 10 NONE,19\232 6 NONE,19\338 3 NONE,19\230 2 NONE,19\236 2 NONE,19\210 45 NONE,19\234 4 NONE,19\145 3 NONE,19\147 26 NONE,19\141 3 NONE,19\140 2 NONE,19\142 2 NONE,19\439 2 NONE,19\212 2 NONE,19\485 2 NONE,19\261 3 NONE,19\431 3 NONE,19\430 2 NONE,19\432 2 NONE,19\435 1 NONE,19\262 1 NONE,19\437 2 NONE
0064a4;19\28 1 NONE,19\41 1 NONE,19\256 1 NONE,19\68 1 NONE,19\265 1 NONE,19\134 1 NONE,19\303 1 NONE,19\485 1 NONE,19\209 1 NONE,19\268 1 NONE,19\157 1 NONE,19\380 1 NONE,19\153 1 NONE,19\246 1 NONE,19\91 1 NONE,19\366 1 NONE,19\243 1 NONE,19\267 1 NONE,19\12 1 NONE,19\15 1 NONE,19\281 1 NONE,19\490 1 NONE,19\75 1 NONE,19\187 1 NONE,19\382 1 NONE,19\50 1 NONE,19\332 1 NONE,19\212 1 NONE,19\318 1 NONE,19\230 1 NONE,19\236 1 NONE,19\321 1 NONE,19\411 1 NONE,19\259 1 NONE,19\169 1 NONE,19\87 1 NONE,19\419 1 NONE,19\102 1 NONE,19\354 1 NONE,19\162 1 NONE,19\475 1 NONE,19\70 1 NONE,19\498 1 NONE,19\431 1 NONE,19\479 1 NONE
0065;19\455 13 NONE
006876;19\231 1 NONE
0069;19\455 1 NONE
0072;19\455 1 NONE
0078ff;19\404 1 NONE
0086;19\455 1 NONE
008665;19\231 1 NONE
00892924;19\361 1 NONE
009;19\361 1 NONE
00em;19\306 1 NONE
00pm;19\402 1 NONE,19\91 2 NONE,19\164 1 NONE,19\267 2 NONE,19\431 2 NONE,19\283 1 NONE,19\220 1 NONE
00z;19\232 2 NONE,19\128 2 NONE,19\114 2 NONE,19\456 2 NONE
01;19\67 3 NONE,19\263 1 NONE,19\196 30 NONE,19\132 30 NONE,19\62 1 NONE,19\49 30 NONE,19\40 30 NONE,19\432 1 NONE,19\82 30 NONE,19\202 31 NONE,19\320 1 NONE,19\1 3 NONE,19\228 3 NONE,19\207 30 NONE,19\204 30 NONE,19\5 1 NONE,19\71 30 NONE,19\328 1 NONE,19\176 1 NONE,19\349 1 NONE,19\170 31 NONE,19\405 2 NONE,19\406 30 NONE,19\119 3 NONE,19\369 1 NONE,19\407 10 NONE,19\150 1 NONE,19\384 1 NONE,19\261 30 NONE,19\110 1 NONE,19\245 30 NONE,19\409 1 NONE,19\466 2 NONE,19\467 1 NONE,19\428 1 NONE,19\443 2 NONE,19\445 1 NONE,19\452 1 NONE,19\449 1 NONE,19\371 3 title,19\73 1 NONE,19\186 1 NONE,19\55 1 NONE,19\69 31 NONE,19\51 1 NONE,19\35 1 NONE,19\122 1 NONE,19\173 1 NONE,19\215 30 NONE,19\6 1 NONE,19\430 12 NONE,19\492 3 NONE,19\491 3 NONE,19\339 7 NONE,19\210 3 NONE,19\313 1 NONE,19\145 1 NONE,19\108 1 NONE,19\397 1 NONE,19\140 1 NONE,19\142 1 NONE,19\350 1 NONE,19\165 1 NONE,19\88 1 NONE,19\163 1 NONE,19\250 1 NONE,19\253 31 NONE,19\252 30 NONE,19\47 3 NONE,19\81 1 NONE,19\477 1 NONE,19\120 1 NONE,19\437 1 NONE,19\473 1 NONE,19\325 3 NONE,19\327 1 NONE,19\244 30 NONE,19\297 6 NONE
010;19\466 1 NONE
010004002001000400l;19\461 1 NONE
0101006;19\130 1 NONE
010104071583928027831;19\62 2 NONE,19\320 2 NONE,19\327 2 NONE,19\173 2 NONE,19\369 2 NONE,19\150 2 NONE,19\384 2 NONE,19\263 2 NONE,19\428 2 NONE,19\449 2 NONE,19\73 2 NONE,19\51 2 NONE,19\122 2 NONE,19\313 2 NONE,19\108 2 NONE,19\397 2 NONE,19\140 2 NONE,19\142 2 NONE,19\165 2 NONE,19\477 2 NONE,19\432 2 NONE,19\437 2 NONE
012;19\361 2 NONE
0123456789abcdefghijklmnpqrstuvwxyzabcdefghijklmnopqrstuvwxyz;19\454 3 NONE
01237;19\361 1 NONE
012522522524524525l;19\461 1 NONE
013;19\466 1 NONE
01310426;19\361 1 NONE
013547;19\231 1 NONE
014488;19\231 1 NONE
017133;19\231 1 NONE
017683;19\231 1 NONE
017760000000000000l;19\461 1 NONE
017767772450000000l;19\461 1 NONE
017767773775776777l;19\461 1 NONE
019;19\361 1 NONE
02;19\132 4 NONE,19\191 3 title,19\196 4 NONE,19\197 1 NONE,19\63 2 NONE,19\23 3 NONE,19\270 3 NONE,19\40 4 NONE,19\67 1 NONE,19\202 4 NONE,19\1 1 NONE,19\228 1 NONE,19\207 4 NONE,19\204 4 NONE,19\328 1 NONE,19\491 1 NONE,19\156 1 NONE,19\406 4 NONE,19\119 1 NONE,19\260 2 NONE,19\261 4 NONE,19\244 4 NONE,19\245 4 NONE,19\115 2 NONE,19\466 4 NONE,19\445 5 NONE,19\447 1 NONE,19\421 1 NONE,19\49 4 NONE,19\170 4 NONE,19\71 5 NONE,19\69 4 NONE,19\210 1 NONE,19\215 4 NONE,19\216 5 NONE,19\233 1 NONE,19\492 1 NONE,19\338 1 NONE,19\339 12 NONE,19\235 1 NONE,19\430 31 NONE,19\378 2 NONE,19\351 1 NONE,19\352 1 NONE,19\82 4 NONE,19\253 4 NONE,19\252 4 NONE,19\47 1 NONE,19\7 1 NONE,19\458 1 NONE,19\325 1 NONE,19\324 3 NONE
0204007;19\130 1 NONE
0207081;19\66 1 NONE
02215;19\45 1 NONE
0227;19\455 2 NONE
02323865;19\361 1 NONE
0237;19\455 1 NONE
024;19\347 1 NONE,19\361 1 NONE
025364;19\231 1 NONE
027;19\361 2 NONE
02781;19\361 1 NONE
029818;19\231 1 NONE
03;19\65 1 NONE,19\67 1 NONE,19\263 5 NONE,19\196 36 NONE,19\132 36 NONE,19\62 5 NONE,19\23 2 NONE,19\40 36 NONE,19\456 1 NONE,19\432 5 NONE,19\82 36 NONE,19\202 37 NONE,19\320 5 NONE,19\4 3 title,19\1 1 NONE,19\228 1 NONE,19\207 36 NONE,19\204 36 NONE,19\47 1 NONE,19\338 3 NONE,19\197 1 NONE,19\170 36 NONE,19\172 3 title,19\119 1 NONE,19\369 5 NONE,19\150 5 NONE,19\384 5 NONE,19\260 4 NONE,19\261 36 NONE,19\244 36 NONE,19\245 38 NONE,19\481 1 NONE,19\466 3 NONE,19\428 5 NONE,19\445 2 NONE,19\447 3 NONE,19\423 1 NONE,19\49 36 NONE,19\331 2 NONE,19\425 1 NONE,19\73 5 NONE,19\71 36 NONE,19\69 37 NONE,19\51 5 NONE,19\406 36 NONE,19\78 1 NONE,19\325 1 NONE,19\122 5 NONE,19\121 1 NONE,19\173 5 NONE,19\215 37 NONE,19\272 1 NONE,19\270 2 NONE,19\492 1 NONE,19\316 1 NONE,19\339 7 NONE,19\449 5 NONE,19\210 1 NONE,19\313 5 NONE,19\108 5 NONE,19\430 8 NONE,19\397 5 NONE,19\140 5 NONE,19\392 3 title,19\142 5 NONE,19\342 1 NONE,19\165 5 NONE,19\491 1 NONE,19\275 2 NONE,19\253 37 NONE,19\252 36 NONE,19\298 1 NONE,19\477 5 NONE,19\274 1 NONE,19\437 5 NONE,19\273 1 NONE,19\327 5 NONE,19\92 2 NONE,19\297 1 NONE,19\324 2 NONE
032438;19\348 1 NONE
033;19\292 1 NONE
0341;19\455 1 NONE,19\130 1 NONE
0342;19\455 1 NONE
034774;19\231 1 NONE
0347902;19\404 1 NONE
037;19\361 1 NONE
039447;19\348 1 NONE
03t18;19\232 1 NONE
04;19\65 1 NONE,19\67 2 NONE,19\263 3 NONE,19\196 11 NONE,19\132 12 NONE,19\63 1 NONE,19\62 3 NONE,19\94 16 NONE,19\23 1 NONE,19\92 4 NONE,19\40 11 NONE,19\432 3 NONE,19\202 11 NONE,19\320 3 NONE,19\1 2 NONE,19\228 2 NONE,19\207 11 NONE,19\204 11 NONE,19\328 1 NONE,19\197 9 NONE,19\170 11 NONE,19\406 11 NONE,19\119 2 NONE,19\369 3 NONE,19\452 1 NONE,19\150 3 NONE,19\384 3 NONE,19\261 11 NONE,19\244 11 NONE,19\245 11 NONE,19\242 1 NONE,19\467 2 NONE,19\428 3 NONE,19\445 1 NONE,19\460 3 title,19\449 3 NONE,19\49 12 NONE,19\73 3 NONE,19\71 11 NONE,19\69 11 NONE,19\51 3 NONE,19\37 3 title,19\34 1 NONE,19\35 2 NONE,19\122 3 NONE,19\173 3 NONE,19\215 11 NONE,19\270 1 NONE,19\492 2 NONE,19\491 2 NONE,19\339 10 NONE,19\210 2 NONE,19\313 3 NONE,19\108 3 NONE,19\430 80 NONE,19\397 3 NONE,19\141 1 NONE,19\140 3 NONE,19\142 3 NONE,19\165 3 NONE,19\82 11 NONE,19\253 11 NONE,19\252 11 NONE,19\47 2 NONE,19\477 3 NONE,19\437 3 NONE,19\325 2 NONE,19\327 3 NONE,19\389 1 NONE,19\297 3 NONE,19\324 1 NONE
0400;19\33 1 NONE,19\114 6 NONE,19\456 3 NONE,19\232 3 NONE,19\235 1 NONE,19\425 1 NONE
0402028;19\363 1 NONE
044;19\361 1 NONE
045766;19\231 1 NONE
046;19\466 1 NONE
047199;19\341 1 NONE
047846;19\231 1 NONE
048;19\347 2 NONE
05;19\67 2 NONE,19\263 3 NONE,19\196 5 NONE,19\132 5 NONE,19\194 1 NONE,19\62 3 NONE,19\23 1 NONE,19\40 6 NONE,19\432 3 NONE,19\202 5 NONE,19\320 3 NONE,19\1 2 NONE,19\228 2 NONE,19\207 5 NONE,19\204 5 NONE,19\47 2 NONE,19\176 1 NONE,19\491 2 NONE,19\197 7 NONE,19\170 5 NONE,19\405 1 NONE,19\406 5 NONE,19\119 2 NONE,19\369 3 NONE,19\150 3 NONE,19\384 3 NONE,19\260 3 NONE,19\261 5 NONE,19\244 5 NONE,19\245 5 NONE,19\409 1 NONE,19\466 1 NONE,19\467 1 NONE,19\428 3 NONE,19\445 1 NONE,19\447 2 NONE,19\449 3 NONE,19\49 5 NONE,19\76 4 NONE,19\73 3 NONE,19\71 5 NONE,19\487 1 NONE,19\51 3 NONE,19\35 4 NONE,19\122 3 NONE,19\173 3 NONE,19\215 6 NONE,19\337 3 title,19\270 1 NONE,19\492 2 NONE,19\338 2 NONE,19\339 8 NONE,19\210 2 NONE,19\313 3 NONE,19\108 3 NONE,19\430 2 NONE,19\397 3 NONE,19\140 3 NONE,19\142 3 NONE,19\165 3 NONE,19\82 5 NONE,19\253 5 NONE,19\252 5 NONE,19\477 3 NONE,19\69 5 NONE,19\325 2 NONE,19\327 3 NONE,19\92 6 NONE,19\437 3 NONE,19\324 1 NONE
0500;19\273 1 NONE
050170;19\341 1 NONE
051555;19\231 2 NONE
0527f760f533e2a7a827710a924d6987bfc9a06e;19\176 2 NONE
05651246;19\361 1 NONE
0569;19\185 1 NONE
057941;19\231 1 NONE
05pt;19\114 1 NONE
06;19\65 1 NONE,19\263 2 NONE,19\196 6 NONE,19\132 6 NONE,19\44 1 NONE,19\49 6 NONE,19\92 1 NONE,19\69 6 NONE,19\452 1 NONE,19\432 2 NONE,19\82 6 NONE,19\202 6 NONE,19\320 2 NONE,19\40 6 NONE,19\207 6 NONE,19\204 6 NONE,19\9 1 NONE,19\349 1 NONE,19\197 2 NONE,19\170 6 NONE,19\118 1 NONE,19\173 2 NONE,19\369 2 NONE,19\368 2 NONE,19\150 2 NONE,19\384 2 NONE,19\260 5 NONE,19\261 7 NONE,19\244 6 NONE,19\245 6 NONE,19\115 5 NONE,19\466 1 NONE,19\467 2 NONE,19\428 2 NONE,19\447 5 NONE,19\449 2 NONE,19\56 2 NONE,19\76 4 NONE,19\73 2 NONE,19\71 6 NONE,19\51 2 NONE,19\406 6 NONE,19\35 1 NONE,19\122 2 NONE,19\275 7 NONE,19\407 1 NONE,19\215 6 NONE,19\400 1 NONE,19\338 5 NONE,19\339 26 NONE,19\313 2 NONE,19\62 2 NONE,19\108 2 NONE,19\397 2 NONE,19\140 2 NONE,19\378 2 NONE,19\142 2 NONE,19\166 1 NONE,19\165 2 NONE,19\373 1 NONE,19\253 6 NONE,19\252 6 NONE,19\477 2 NONE,19\437 2 NONE,19\430 3 NONE,19\327 2 NONE,19\294 3 title,19\297 1 NONE
0604034;19\130 1 NONE
061;19\497 1 NONE
0612109;19\130 1 NONE
0616;19\34 1 NONE
061702;19\348 1 NONE
062919;19\348 1 NONE
065258;19\231 1 NONE
06531;19\248 1 NONE
06865;19\130 1 NONE
069174;19\348 1 NONE
069410;19\341 1 NONE
07;19\263 2 NONE,19\196 6 NONE,19\132 6 NONE,19\62 2 NONE,19\49 6 NONE,19\69 6 NONE,19\202 6 NONE,19\320 2 NONE,19\40 6 NONE,19\207 6 NONE,19\204 6 NONE,19\328 1 NONE,19\197 2 NONE,19\170 6 NONE,19\406 6 NONE,19\173 2 NONE,19\369 2 NONE,19\407 2 NONE,19\150 2 NONE,19\384 2 NONE,19\261 6 NONE,19\244 6 NONE,19\245 6 NONE,19\115 7 NONE,19\466 1 NONE,19\467 1 NONE,19\428 2 NONE,19\449 2 NONE,19\284 4 NONE,19\73 2 NONE,19\71 6 NONE,19\55 2 NONE,19\410 3 NONE,19\51 2 NONE,19\432 2 NONE,19\122 2 NONE,19\331 1 NONE,19\215 6 NONE,19\232 1 NONE,19\339 6 NONE,19\313 2 NONE,19\108 2 NONE,19\397 2 NONE,19\140 2 NONE,19\142 2 NONE,19\166 1 NONE,19\165 2 NONE,19\82 6 NONE,19\253 6 NONE,19\252 6 NONE,19\477 2 NONE,19\471 1 NONE,19\437 2 NONE,19\327 2 NONE,19\92 1 NONE,19\297 1 NONE
0700;19\425 1 NONE
072;19\347 1 NONE
0724806;19\404 1 NONE
0725370;19\404 1 NONE
074;19\361 3 NONE
077;19\303 1 NONE
07em;19\67 1 NONE,19\47 1 NONE,19\23 1 NONE,19\3 1 NONE,19\1 1 NONE,19\228 1 NONE,19\324 1 NONE,19\171 1 NONE,19\119 1 NONE,19\113 1 NONE,19\441 1 NONE,19\445 1 NONE,19\448 1 NONE,19\421 1 NONE,19\182 1 NONE,19\59 1 NONE,19\35 1 NONE,19\277 1 NONE,19\210 1 NONE,19\270 1 NONE,19\492 1 NONE,19\491 1 NONE,19\147 1 NONE,19\291 1 NONE,19\325 1 NONE,19\450 1 NONE
07t22;19\128 1 NONE
