0;43\450 27 NONE,43\55 45 NONE,43\318 1 NONE,43\373 26 NONE,43\330 2 NONE,43\371 2 NONE,43\377 2 NONE,43\376 3 NONE,43\374 2 NONE,43\467 1 NONE,43\379 3 NONE,43\464 3 NONE,43\463 1 NONE,43\89 3 NONE,43\461 80 NONE,43\460 2 NONE,43\175 2 NONE,43\174 14 NONE,43\411 2 NONE,43\172 3 NONE,43\272 3 NONE,43\270 1 NONE,43\276 3 NONE,43\274 2 NONE,43\275 2 NONE,43\419 26 NONE,43\414 1 NONE,43\496 2 title,43\86 2 NONE,43\306 3 NONE,43\85 45 NONE,43\8 2 NONE,43\307 2 NONE,43\488 3 NONE,43\418 2 NONE,43\349 1 NONE,43\388 35 NONE,43\389 2 NONE,43\386 2 NONE,43\413 2 NONE,43\385 2 NONE,43\416 3 NONE,43\383 2 NONE,43\380 2 NONE,43\269 2 NONE,43\141 3 NONE,43\304 3 NONE,43\143 1 NONE,43\302 2 NONE,43\147 2 NONE,43\148 28 NONE,43\149 2 NONE,43\263 1 NONE,43\262 2 NONE,43\264 2 NONE,43\267 2 NONE,43\309 2 NONE,43\261 2 NONE,43\60 3 NONE,43\46 2 NONE,43\70 2 NONE,43\65 2 NONE,43\75 2 NONE,43\77 2 NONE,43\254 2 NONE,43\255 2 NONE,43\257 1 NONE,43\399 1 NONE,43\251 45 NONE,43\403 2 NONE,43\253 45 NONE,43\400 1 NONE,43\397 2 NONE,43\396 2 NONE,43\258 27 NONE,43\259 2 NONE,43\80 2 NONE,43\392 2 NONE,43\314 2 NONE,43\317 1 NONE,43\316 3 NONE,43\310 2 NONE,43\159 2 NONE,43\158 15 NONE,43\448 2 NONE,43\88 3 NONE,43\155 80 NONE,43\154 3 NONE,43\153 1 NONE,43\152 2 NONE,43\151 1 NONE,43\150 2 NONE,43\99 3 NONE,43\490 9 NONE,43\491 39 NONE,43\402 3 NONE,43\495 16 NONE,43\62 55 NONE,43\63 2 NONE,43\498 1 NONE,43\64 7 NONE,43\34 2 NONE,43\434 10 NONE,43\236 7 NONE,43\437 2 NONE,43\430 26 NONE,43\432 27 NONE,43\433 2 NONE,43\439 847 NONE,43\243 26 NONE,43\242 1 NONE,43\43 10 NONE,43\372 26 NONE,43\244 36 NONE,43\248 2 NONE,43\128 1 NONE,43\54 16 NONE,43\324 3 NONE,43\325 2 NONE,43\326 5 NONE,43\122 3 NONE,43\329 45 NONE,43\120 1 NONE,43\338 1 NONE,43\125 2 NONE,43\337 2 NONE,43\483 10 NONE,43\484 1 NONE,43\487 330 NONE,43\336 2 NONE,43\322 1 NONE,43\52 1 NONE,43\423 2 NONE,43\421 2 NONE,43\476 2 NONE,43\331 1 NONE,43\301 3 NONE,43\136 27 NONE,43\139 2 NONE,43\138 27 NONE,43\235 3 NONE,43\44 2 NONE,43\45 2 NONE,43\339 1 NONE,43\231 2 NONE,43\131 2 NONE,43\130 28 NONE,43\335 3 NONE,43\332 2 NONE,43\137 2 NONE,43\239 1 NONE,43\458 1073 NONE,43\48 45 NONE,43\308 2 NONE,43\188 1 NONE,43\184 2 NONE,43\186 41 NONE,43\180 2 NONE,43\181 2 NONE,43\183 1 NONE,43\456 10 NONE,43\105 2 NONE,43\454 4 NONE,43\98 9 NONE,43\101 1 NONE,43\102 3 NONE,43\103 133 NONE,43\53 2 NONE,43\109 2 NONE,43\417 26 NONE,43\459 1 NONE,43\390 1 NONE,43\227 3 NONE,43\226 2 NONE,43\221 3 NONE,43\408 3 NONE,43\340 3 NONE,43\341 2 NONE,43\228 1 NONE,43\344 50 NONE,43\328 1 NONE,43\37 2 NONE,43\33 2 NONE,43\38 7 NONE,43\198 3 NONE,43\193 3 NONE,43\190 11 NONE,43\197 11 NONE,43\195 2 NONE,43\194 12 NONE,43\447 2 NONE,43\446 45 NONE,43\117 1 NONE,43\114 5 NONE,43\58 2 NONE,43\295 1 NONE,43\465 2 NONE,43\297 14 NONE,43\211 1 NONE,43\212 2 NONE,43\213 1 NONE,43\215 2 NONE,43\216 30 NONE,43\480 2 NONE,43\351 2 NONE,43\391 3 NONE,43\355 2 NONE,43\357 2 NONE,43\356 3 NONE,43\26 1 NONE,43\25 27 NONE,43\23 3 NONE,43\21 1 NONE,43\406 2 NONE,43\7 2 NONE,43\286 26 NONE,43\284 10 NONE,43\282 10 NONE,43\1 15 NONE,43\0 2 NONE,43\486 16 NONE,43\289 3 NONE,43\288 2 NONE,43\470 2 NONE,43\49 2 NONE,43\366 2 NONE,43\367 1 NONE,43\360 2 NONE,43\475 2 NONE,43\362 1 NONE,43\363 1 NONE,43\478 3 NONE,43\479 3 NONE,43\368 3 NONE,43\369 80 NONE,43\166 33 NONE,43\167 2 NONE,43\164 2 NONE,43\165 3 NONE,43\160 1 NONE,43\161 45 NONE,43\93 17 NONE,43\91 10 NONE,43\97 2 NONE,43\95 2 NONE,43\94 2 NONE,43\12 2 NONE,43\11 2 NONE,43\10 1 NONE,43\17 27 NONE,43\16 3 NONE,43\15 1 NONE,43\14 109 NONE,43\19 12 NONE
010104071583928027831;43\423 2 NONE,43\421 2 NONE,43\262 2 NONE,43\0 2 NONE,43\371 2 NONE,43\95 2 NONE,43\403 2 NONE,43\392 2 NONE,43\46 2 NONE,43\337 2 NONE,43\433 2 NONE,43\330 2 NONE,43\65 2 NONE,43\307 2 NONE,43\476 2 NONE,43\385 2 NONE,43\167 2 NONE,43\164 2 NONE,43\341 2 NONE,43\97 2 NONE,43\308 2 NONE,43\480 2 NONE
011002;43\367 1 NONE
013;43\240 1 NONE
014;43\178 1 NONE
0150;43\103 2 NONE
02;43\198 4 NONE,43\316 5 NONE,43\193 4 NONE,43\197 1 NONE,43\318 1 NONE,43\112 600 NONE,43\446 1 NONE,43\251 1 NONE,43\253 1 NONE,43\395 1 NONE,43\118 1 NONE,43\391 4 NONE,43\297 1 NONE,43\40 2 NONE,43\235 4 NONE,43\311 5 NONE,43\310 31 NONE,43\216 1 NONE,43\272 4 NONE,43\350 4 title,43\154 4 NONE,43\134 2 NONE,43\137 12 NONE,43\356 4 NONE,43\402 4 NONE,43\60 5 NONE,43\85 1 NONE,43\185 2 NONE,43\186 1 NONE,43\99 2 NONE,43\289 5 NONE,43\456 1 NONE,43\240 4 NONE,43\102 4 NONE,43\362 1 NONE,43\324 1 NONE,43\249 1 NONE,43\411 41 NONE,43\458 31 NONE,43\55 1 NONE,43\165 4 NONE,43\144 1 NONE,43\161 1 NONE,43\329 1 NONE,43\301 1 NONE,43\48 1 NONE,43\16 4 NONE,43\487 1 NONE,43\71 11 NONE,43\488 4 NONE,43\74 3 NONE,43\376 4 NONE
0218;43\318 1 NONE
025;43\178 1 NONE
02d;43\342 1 NONE
03;43\423 5 NONE,43\421 5 NONE,43\198 38 NONE,43\316 36 NONE,43\193 36 NONE,43\97 5 NONE,43\298 9 NONE,43\85 1 NONE,43\111 1 NONE,43\446 1 NONE,43\251 1 NONE,43\82 3 NONE,43\253 1 NONE,43\95 5 NONE,43\119 1 NONE,43\356 36 NONE,43\341 5 NONE,43\403 5 NONE,43\392 5 NONE,43\40 2 NONE,43\411 8 NONE,43\235 36 NONE,43\311 2 NONE,43\233 4 NONE,43\46 5 NONE,43\480 5 NONE,43\272 37 NONE,43\130 1 NONE,43\133 1 NONE,43\154 36 NONE,43\137 7 NONE,43\330 5 NONE,43\99 3 NONE,43\402 37 NONE,43\458 31 NONE,43\415 7 NONE,43\307 5 NONE,43\60 37 NONE,43\301 4 NONE,43\65 5 NONE,43\391 36 NONE,43\0 5 NONE,43\185 3 NONE,43\186 1 NONE,43\48 1 NONE,43\55 1 NONE,43\289 36 NONE,43\84 30 NONE,43\405 1 NONE,43\240 3 NONE,43\102 36 NONE,43\249 1 NONE,43\385 5 NONE,43\368 1 NONE,43\414 2 NONE,43\310 8 NONE,43\320 1 NONE,43\167 5 NONE,43\164 5 NONE,43\165 36 NONE,43\324 3 NONE,43\209 1 NONE,43\208 3 title,43\476 5 NONE,43\329 1 NONE,43\91 2 NONE,43\161 1 NONE,43\346 1 NONE,43\371 5 NONE,43\308 5 NONE,43\200 1 NONE,43\337 5 NONE,43\262 5 NONE,43\16 36 NONE,43\433 5 NONE,43\488 36 NONE,43\335 1 NONE,43\388 1 NONE,43\270 1 NONE,43\376 36 NONE
0300;43\103 1 NONE
0301;43\103 2 NONE
031x;43\487 1 NONE
032;43\367 1 NONE
0335;43\103 2 NONE
0366835s;43\26 1 NONE
0375;43\103 3 NONE
0385;43\103 1 NONE
0394;43\178 1 NONE
03f27c9399f18a350b96a7a485c13ad4;43\487 1 NONE
03t18;43\190 1 NONE
04;43\378 36 NONE,43\423 3 NONE,43\421 3 NONE,43\198 11 NONE,43\476 3 NONE,43\193 11 NONE,43\97 3 NONE,43\197 1 NONE,43\84 1 NONE,43\85 2 NONE,43\371 3 NONE,43\446 2 NONE,43\251 2 NONE,43\469 1 NONE,43\253 2 NONE,43\95 3 NONE,43\403 3 NONE,43\356 11 NONE,43\341 3 NONE,43\392 3 NONE,43\40 2 NONE,43\411 80 NONE,43\235 11 NONE,43\310 82 NONE,43\46 3 NONE,43\480 3 NONE,43\272 11 NONE,43\130 2 NONE,43\154 11 NONE,43\137 10 NONE,43\330 3 NONE,43\99 1 NONE,43\69 1 NONE,43\402 11 NONE,43\307 3 NONE,43\60 11 NONE,43\48 2 NONE,43\65 3 NONE,43\391 11 NONE,43\0 3 NONE,43\185 1 NONE,43\55 2 NONE,43\289 11 NONE,43\316 11 NONE,43\82 4 NONE,43\102 11 NONE,43\249 2 NONE,43\385 3 NONE,43\458 21 NONE,43\167 3 NONE,43\164 3 NONE,43\165 11 NONE,43\221 1 NONE,43\161 2 NONE,43\329 2 NONE,43\262 3 NONE,43\126 6 NONE,43\308 3 NONE,43\337 3 NONE,43\16 11 NONE,43\488 11 NONE,43\433 3 NONE,43\376 11 NONE
0400;43\347 1 NONE
040457;43\479 1 NONE
0449966s;43\194 1 NONE
046;43\240 1 NONE
05;43\423 3 NONE,43\421 3 NONE,43\198 5 NONE,43\316 5 NONE,43\193 5 NONE,43\97 3 NONE,43\190 1 NONE,43\5 1 NONE,43\85 2 NONE,43\371 3 NONE,43\446 2 NONE,43\251 2 NONE,43\469 1 NONE,43\253 2 NONE,43\95 3 NONE,43\301 2 NONE,43\356 5 NONE,43\341 3 NONE,43\403 3 NONE,43\392 3 NONE,43\411 5 NONE,43\235 5 NONE,43\311 3 NONE,43\310 2 NONE,43\230 1 NONE,43\480 3 NONE,43\272 5 NONE,43\130 4 NONE,43\133 1 NONE,43\154 5 NONE,43\137 8 NONE,43\330 3 NONE,43\99 2 NONE,43\69 2 NONE,43\402 6 NONE,43\307 3 NONE,43\60 5 NONE,43\48 2 NONE,43\352 2 NONE,43\65 3 NONE,43\391 5 NONE,43\284 1 NONE,43\0 3 NONE,43\185 2 NONE,43\55 2 NONE,43\348 1 NONE,43\289 5 NONE,43\240 1 NONE,43\82 4 NONE,43\102 5 NONE,43\249 31 NONE,43\385 3 NONE,43\458 26 NONE,43\167 3 NONE,43\164 3 NONE,43\165 5 NONE,43\324 2 NONE,43\46 3 NONE,43\161 2 NONE,43\476 3 NONE,43\329 2 NONE,43\262 3 NONE,43\126 2 NONE,43\347 1 NONE,43\308 3 NONE,43\337 3 NONE,43\16 5 NONE,43\488 5 NONE,43\433 3 NONE,43\388 1 NONE,43\376 5 NONE
0500;43\103 2 NONE
0520;43\103 1 NONE
0599;43\103 1 NONE
06;43\423 2 NONE,43\421 2 NONE,43\198 6 NONE,43\316 6 NONE,43\193 6 NONE,43\84 1 NONE,43\371 2 NONE,43\376 6 NONE,43\82 4 NONE,43\290 1 NONE,43\95 2 NONE,43\403 2 NONE,43\356 6 NONE,43\341 2 NONE,43\2 1 NONE,43\40 3 NONE,43\411 2 NONE,43\235 6 NONE,43\311 3 NONE,43\310 2 NONE,43\46 2 NONE,43\158 1 NONE,43\272 6 NONE,43\391 6 NONE,43\154 6 NONE,43\137 28 NONE,43\330 2 NONE,43\402 6 NONE,43\458 38 NONE,43\307 2 NONE,43\60 6 NONE,43\392 2 NONE,43\352 1 NONE,43\65 2 NONE,43\282 1 NONE,43\1 1 NONE,43\0 2 NONE,43\185 2 NONE,43\186 1 NONE,43\99 5 NONE,43\289 6 NONE,43\480 2 NONE,43\240 1 NONE,43\102 7 NONE,43\385 2 NONE,43\414 13 NONE,43\167 2 NONE,43\164 2 NONE,43\165 6 NONE,43\324 5 NONE,43\145 1 NONE,43\301 5 NONE,43\476 2 NONE,43\262 2 NONE,43\97 2 NONE,43\308 2 NONE,43\337 2 NONE,43\16 6 NONE,43\487 1 NONE,43\61 1 NONE,43\71 11 NONE,43\488 6 NONE,43\433 2 NONE,43\39 1 NONE
0600;43\103 3 NONE
0607094;43\412 1 NONE
0609;43\103 14 NONE
0610;43\103 27 NONE
0612;43\103 4 NONE
0640;43\103 3 NONE
07;43\423 2 NONE,43\421 2 NONE,43\198 6 NONE,43\316 6 NONE,43\193 6 NONE,43\402 6 NONE,43\190 1 NONE,43\84 1 NONE,43\371 2 NONE,43\376 6 NONE,43\82 4 NONE,43\95 2 NONE,43\403 2 NONE,43\356 6 NONE,43\341 2 NONE,43\296 8 NONE,43\392 2 NONE,43\235 6 NONE,43\311 3 NONE,43\46 2 NONE,43\480 2 NONE,43\272 6 NONE,43\391 6 NONE,43\154 6 NONE,43\137 6 NONE,43\330 2 NONE,43\490 1 NONE,43\22 7 NONE,43\307 2 NONE,43\60 6 NONE,43\352 1 NONE,43\65 2 NONE,43\284 1 NONE,43\0 2 NONE,43\185 2 NONE,43\289 6 NONE,43\240 1 NONE,43\102 6 NONE,43\249 3 NONE,43\385 2 NONE,43\458 15 NONE,43\167 2 NONE,43\164 2 NONE,43\165 6 NONE,43\144 1 NONE,43\145 1 NONE,43\50 1 NONE,43\476 2 NONE,43\262 2 NONE,43\97 2 NONE,43\127 3 NONE,43\308 2 NONE,43\200 1 NONE,43\35 2 NONE,43\337 2 NONE,43\16 6 NONE,43\487 1 NONE,43\488 6 NONE,43\433 2 NONE,43\388 1 NONE
074;43\174 1 NONE
0761;43\103 1 NONE
0762;43\103 21 NONE
078291;43\479 1 NONE
079;43\267 1 NONE
07em;43\373 1 NONE,43\372 1 NONE,43\446 1 NONE,43\251 1 NONE,43\253 1 NONE,43\258 1 NONE,43\216 1 NONE,43\48 1 NONE,43\136 1 NONE,43\25 1 NONE,43\286 1 NONE,43\430 1 NONE,43\432 1 NONE,43\85 1 NONE,43\243 1 NONE,43\419 1 NONE,43\450 1 NONE,43\417 1 NONE,43\166 1 NONE,43\55 1 NONE,43\161 1 NONE,43\148 1 NONE,43\329 1 NONE,43\17 1 NONE
08;43\423 2 NONE,43\421 2 NONE,43\198 15 NONE,43\316 15 NONE,43\193 15 NONE,43\436 1 NONE,43\464 1 title,43\371 2 NONE,43\441 1 NONE,43\376 16 NONE,43\82 3 NONE,43\323 1 NONE,43\95 2 NONE,43\403 2 NONE,43\356 15 NONE,43\341 2 NONE,43\297 1 NONE,43\235 15 NONE,43\230 1 NONE,43\480 2 NONE,43\272 15 NONE,43\130 1 NONE,43\154 15 NONE,43\137 3 NONE,43\330 2 NONE,43\84 1 NONE,43\402 15 NONE,43\458 53 NONE,43\307 2 NONE,43\60 15 NONE,43\392 2 NONE,43\65 2 NONE,43\287 1 NONE,43\391 15 NONE,43\188 1 title,43\0 2 NONE,43\185 2 NONE,43\289 15 NONE,43\5 1 NONE,43\240 2 NONE,43\102 15 NONE,43\103 1 NONE,43\362 2 title,43\249 24 NONE,43\385 2 NONE,43\414 10 NONE,43\167 2 NONE,43\164 2 NONE,43\165 15 NONE,43\144 1 NONE,43\46 2 NONE,43\476 2 NONE,43\263 1 NONE,43\262 2 NONE,43\97 2 NONE,43\308 2 NONE,43\35 5 NONE,43\337 2 NONE,43\16 15 NONE,43\487 1 NONE,43\488 16 NONE,43\433 2 NONE
0800;43\1 1 NONE,43\158 1 NONE,43\155 1 NONE,43\388 1 NONE,43\369 1 NONE,43\461 1 NONE
083;43\174 1 NONE
0830;43\103 1 NONE
0831;43\103 1 NONE
0880;43\103 1 NONE
0881;43\103 1 NONE
09;43\423 4 NONE,43\421 3 NONE,43\198 9 NONE,43\102 10 NONE,43\193 9 NONE,43\39 2 NONE,43\5 1 NONE,43\298 2 NONE,43\85 1 NONE,43\371 3 NONE,43\446 1 NONE,43\251 1 NONE,43\469 1 NONE,43\253 1 NONE,43\43 1 NONE,43\301 1 NONE,43\356 10 NONE,43\341 3 NONE,43\403 3 NONE,43\392 3 NONE,43\40 2 NONE,43\411 2 NONE,43\235 9 NONE,43\310 2 NONE,43\46 3 NONE,43\480 3 NONE,43\272 9 NONE,43\391 9 NONE,43\133 1 NONE,43\154 9 NONE,43\318 1 NONE,43\137 3 NONE,43\330 3 NONE,43\99 1 NONE,43\402 9 NONE,43\307 3 NONE,43\60 9 NONE,43\48 1 NONE,43\65 3 NONE,43\436 2 NONE,43\0 3 NONE,43\185 2 NONE,43\462 2 NONE,43\55 1 NONE,43\289 9 NONE,43\84 2 NONE,43\240 1 NONE,43\245 1 NONE,43\324 1 NONE,43\249 10 NONE,43\385 3 NONE,43\416 1 NONE,43\458 13 NONE,43\381 3 NONE,43\167 3 NONE,43\164 3 NONE,43\165 9 NONE,43\144 1 NONE,43\95 3 NONE,43\161 1 NONE,43\476 3 NONE,43\323 2 NONE,43\262 3 NONE,43\97 3 NONE,43\127 1 NONE,43\308 3 NONE,43\200 1 NONE,43\35 1 NONE,43\337 3 NONE,43\16 9 NONE,43\487 6 NONE,43\329 1 NONE,43\316 9 NONE,43\488 9 NONE,43\433 3 NONE,43\388 1 NONE,43\376 9 NONE
0900;43\103 3 NONE
090938;43\479 1 NONE
0958520;43\489 1 NONE
098;43\26 1 NONE
